BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,APPDATE,CITY,STATE,DIVISION,REGION
0,100,225000.38,,HomeImp,Mgr,1.5,4,0,689.351147,5,0,36.664783,20625,wilkes-barre/scranton,Pennsylvania,Middle Atlantic,Northeast
0,100,57500,855909,DebtCon,Other,34,3,5,603.901722,5,23,,22224,coeur d'alene,Arizona,Mountain,West
0,100,63000,855909,,Office,4.3,0,15,,3,61,110.255554,22098,winston-salem,Minnesota,West North Central,Midwest
0,100,94500,20000,DebtCon,Office,16.5,1,1,1009.383265,,0,,22655,boise,Connecticut,New England,Northeast
1,1000,165600,207000,DebtCon,Office,2.8,,0,1047.908522,2,,0.556021,20277,springfield,Colorado,Mountain,West
0,1000,110250,47500,DebtCon,ProfExe,13.1,3,15,18.778225,1,0,88.599615,20374,springfield,Minnesota,West North Central,Midwest
0,100,684728.06,855909,DebtCon,ProfExe,31.5,,0,345.915079,0,52,79.116569,22212,st. petersburg,Tennessee,East South Central,South
0,1000,11000,855909,DebtCon,ProfExe,19.9,2,0,174.739451,1,20,167.062253,22079,springfield,Minnesota,West North Central,Midwest
1,1000,,20000,DebtCon,Other,6.5,1,4,853.228749,0,0,49.999999,22964,raleigh (research triangle),California,Pacific,West
0,1000,43250,20000,HomeImp,ProfExe,14.8,,1,4.871118,0,26,,21727,boise,Tennessee,East South Central,South
0,50100,1457500.29,291500,DebtCon,Other,38.3,0,4,147.377132,1,0,151.725598,22225,dallas/fort worth,Ohio,East North Central,Midwest
1,42000,700000.14,140000,HomeImp,Mgr,35.9,1,1,442.218278,5,0,,22480,springfield,Connecticut,New England,Northeast
0,1000,13250,855909,,Other,13.7,0,15,969.428199,1,0,40,20240,mc.henry-on/the (lake)  shores,Alabama,East South Central,South
0,1000,4279545.86,855909,HomeImp,,18.4,3,0,,,49,200.773489,21235,winston-salem,Ohio,East North Central,Midwest
1,28700,85000,100000,DebtCon,Other,6,1,0,265.275411,2,28,45,21295,dallas/fort worth,Illinois,East North Central,Midwest
0,22500,4279545,855909,DebtCon,Other,1,2,4,540.655827,0,13,40.000001,22965,raleigh (research triangle),Texas,West South Central,South
0,1000,127750,20000,HomeImp,Office,39.9,0,0,387.476228,1,1,202.116558,21484,mc.henry-on/the (lake)  shores,Louisiana,West South Central,South
0,86600,21750,20000,HomeImp,Office,40.2,0,15,296.683699,1,12,49.999999,22102,wilkes-barre/scranton,Wisconsin,East North Central,Midwest
0,1000,513546.26,855909,DebtCon,Self,11.6,3,15,264.703643,5,63,105.434025,21700,springfield,Florida,South Atlantic,South
1,79100,234500,20000,DebtCon,ProfExe,3.9,0,0,690.156588,1,0,,22434,springfield,Georgia,South Atlantic,South
0,100,194250,20000,DebtCon,ProfExe,12.9,,0,587.389904,0,0,0.852717,22399,port  saint  lucie,New York,Middle Atlantic,Northeast
0,100,219500,,DebtCon,Other,37.2,0,2,231.534718,0,0,12.718499,22942,dallas/fort worth,Alabama,East South Central,South
0,31600,83000,,DebtCon,Other,,2,0,479.772158,0,59,,22381,st. petersburg,Texas,West South Central,South
1,1000,4279545,855909,DebtCon,Office,18.9,0,4,7.747249,1,0,167.781873,20710,port  saint  lucie,Wisconsin,East North Central,Midwest
0,1000,138750,20000,HomeImp,Office,0.4,10,4,974.273014,2,0,180.281221,20132,dallas/fort worth,Massachusetts,New England,Northeast
0,100,322499.94,64500,DebtCon,Mgr,40,0,5,673.846485,2,0,117.393099,21191,,Florida,South Atlantic,South
0,64700,180750,855909,HomeImp,ProfExe,26.3,0,3,1003.212541,0,,96.831488,20980,winston-salem,Texas,West South Central,South
0,79400,0,855909,DebtCon,Other,3.4,1,4,618.976819,0,26,139.843894,20777,coeur d'alene,Texas,West South Central,South
1,100,206700.34,344500,DebtCon,Mgr,15.3,0,2,1123.259062,,28,,21855,raleigh (research triangle),Tennessee,East South Central,South
0,75800,285200,356500,DebtCon,Other,2,4,0,632.596539,1,27,126.566141,22035,winston-salem,Colorado,Mountain,West
1,14700,85000,100000,DebtCon,ProfExe,5.7,0,1,572.057722,0,26,55,20421,new york-city,Wisconsin,East North Central,Midwest
0,1000,292250,855909,DebtCon,Other,,0,15,343.183996,5,1,,22387,boise,Ohio,East North Central,Midwest
0,48500,513544.54,855909,DebtCon,Sales,18.2,10,,694.265288,2,58,44.691146,20982,dallas/fort worth,Massachusetts,New England,Northeast
1,1000,513544.54,855909,,Self,5.7,2,5,697.049424,,0,,22512,wilkes-barre/scranton,Colorado,Mountain,West
0,1000,,855909,DebtCon,Other,23.1,0,0,792.433221,2,,49.999999,20549,o'fallon,Florida,South Atlantic,South
0,1000,11999.98,20000,DebtCon,ProfExe,17,,,735.831139,0,6,44.934706,22538,boise,Oregon,Pacific,West
1,100,14000,855909,,Other,0.5,1,2,859.820192,3,0,86.649476,21472,springfield,Connecticut,New England,Northeast
0,18100,218250,27500,HomeImp,Office,15.4,1,0,725.400204,1,0,88.587969,21536,wilkes-barre/scranton,Massachusetts,New England,Northeast
0,66400,14750,20000,DebtCon,Other,9,1,0,427.349161,3,,49.999999,20810,winston-salem,Pennsylvania,Middle Atlantic,Northeast
0,40600,172000,855909,DebtCon,Other,2.2,2,0,127.163442,5,0,,22469,raleigh (research triangle),Wisconsin,East North Central,Midwest
1,6100,500001,100000,DebtCon,Other,,4,3,441.431263,2,19,30,22678,winston-salem,Massachusetts,New England,Northeast
0,58300,132499.97,26500,DebtCon,Other,,1,0,257.227895,3,11,156.252259,20957,coeur d'alene,Pennsylvania,Middle Atlantic,Northeast
1,55800,91500,20000,DebtCon,Other,,3,2,999.655768,3,0,80.309872,22859,springfield,Pennsylvania,Middle Atlantic,Northeast
0,70700,248250,37500,DebtCon,Other,9.6,2,0,961.314515,1,20,65.14126,20286,o'fallon,Tennessee,East South Central,South
0,1000,76000,55000,DebtCon,Other,7.4,4,0,291.541655,2,0,,21110,dallas/fort worth,Illinois,East North Central,Midwest
1,6400,227250,317500,DebtCon,Mgr,6.4,0,5,,,0,,20838,boise,Alabama,East South Central,South
1,100,169000,20000,,Other,3.5,0,,899.017417,0,10,80.08947,21178,wilkes-barre/scranton,Pennsylvania,Middle Atlantic,Northeast
0,46600,87500,20000,HomeImp,Other,36.6,0,1,500.605745,,66,145.744794,22444,new york-city,Pennsylvania,Middle Atlantic,Northeast
0,100,255000,855909,,ProfExe,4.5,1,5,1027.565066,0,27,31.452779,22032,raleigh (research triangle),New York,Middle Atlantic,Northeast
0,1000,247750,20000,DebtCon,Office,31.2,0,3,1127.528277,1,69,65.43163,20857,boise,Ohio,East North Central,Midwest
0,100,,20000,DebtCon,Self,16.9,1,4,860.802382,1,8,,20451,raleigh (research triangle),Illinois,East North Central,Midwest
0,1000,124000,855909,HomeImp,Other,28.2,1,0,679.060587,5,0,84.371535,21976,winston-salem,Tennessee,East South Central,South
0,100,115500,20000,DebtCon,ProfExe,19.2,,5,1058.645565,0,0,29.999999,20600,springfield,Oregon,Pacific,West
0,100,170250,261000,HomeImp,ProfExe,19.9,4,0,93.80829,1,0,50,21798,coeur d'alene,Texas,West South Central,South
0,100,99999.98,20000,DebtCon,Other,5.5,0,0,12.009355,5,0,,22296,o'fallon,Minnesota,West North Central,Midwest
0,78300,199500,114500,DebtCon,Other,39.1,0,0,1162.912202,3,3,49.804434,21057,o'fallon,Arizona,Mountain,West
0,1000,183899.69,306500,HomeImp,Other,38.3,10,15,1077.22484,,0,,22252,boise,Massachusetts,New England,Northeast
0,32300,70000,100000,DebtCon,Mgr,11.2,0,1,537.592965,2,27,35,22146,springfield,Minnesota,West North Central,Midwest
1,100,513545.4,855909,HomeImp,Office,26.7,0,0,563.410025,5,18,39.999999,21802,springfield,Florida,South Atlantic,South
0,68200,283250,24000,HomeImp,Other,24,0,0,190.652679,5,0,17.312568,20368,springfield,Tennessee,East South Central,South
1,54500,382500.08,76500,DebtCon,Mgr,32,,3,573.53704,,0,39.999999,22832,coeur d'alene,Arizona,Mountain,West
0,14700,148199.75,247000,,,30.1,0,15,873.712415,1,50,50.000001,22213,st. petersburg,Arizona,Mountain,West
0,1000,143250,73500,DebtCon,Other,31.4,0,,495.235951,17,0,,20509,winston-salem,Missouri,West North Central,Midwest
0,1000,95750,197000,DebtCon,,6.7,1,3,585.300596,1,0,160.410333,22053,o'fallon,Massachusetts,New England,Northeast
0,100,6750,311000,DebtCon,ProfExe,7.6,0,0,1161.691295,5,68,,21510,springfield,California,Pacific,West
0,100,73500,53500,DebtCon,Office,2.1,4,4,949.29885,17,27,182.55703,20334,raleigh (research triangle),Colorado,Mountain,West
0,82800,195750,315500,DebtCon,Office,30.4,0,0,81.212934,17,0,,22651,raleigh (research triangle),Minnesota,West North Central,Midwest
1,1000,18000,855909,DebtCon,,15,3,4,243.500713,2,33,30,22397,coeur d'alene,California,Pacific,West
0,1000,16000.02,20000,HomeImp,ProfExe,13,0,15,188.447692,3,53,84.043714,21476,winston-salem,Florida,South Atlantic,South
0,43400,76750,361500,DebtCon,,,,0,535.70268,2,58,40,22544,o'fallon,Illinois,East North Central,Midwest
0,1000,4279545,855909,,Other,24.3,4,0,614.521834,5,0,202.595192,22956,,Illinois,East North Central,Midwest
0,41400,,855909,HomeImp,Other,10.4,3,0,,5,37,155.634134,21913,port  saint  lucie,Missouri,West North Central,Midwest
0,1000,,855909,HomeImp,Other,16.6,10,15,325.108723,1,62,161.17406,21742,raleigh (research triangle),Tennessee,East South Central,South
0,1000,68999.88,115000,HomeImp,ProfExe,29.6,1,1,672.515919,,0,56.732323,22668,springfield,Pennsylvania,Middle Atlantic,Northeast
0,100,209100.35,348500,DebtCon,ProfExe,8.5,2,2,331.577831,1,61,89.509759,20126,o'fallon,Colorado,Mountain,West
0,100,244500,20000,DebtCon,ProfExe,33.1,10,5,429.271966,0,0,,21021,winston-salem,Colorado,Mountain,West
1,1000,16000,20000,DebtCon,Other,24.6,0,1,26.184056,2,30,60.051719,21825,o'fallon,Texas,West South Central,South
0,1000,177500,253500,HomeImp,Other,34.3,0,4,28.19468,1,38,,20370,coeur d'alene,Colorado,Mountain,West
1,1000,48500,20000,DebtCon,ProfExe,5.5,1,2,463.800273,1,0,47.09481,20925,springfield,Texas,West South Central,South
0,100,12000,20000,DebtCon,Office,32.8,3,1,175.194528,1,69,50.000001,22635,st. petersburg,Tennessee,East South Central,South
1,1000,99999.98,20000,DebtCon,Other,36.1,,1,606.7664,2,6,9.662958,20811,wilkes-barre/scranton,Massachusetts,New England,Northeast
0,1000,146250,855909,HomeImp,Other,8.6,0,15,433.627749,,,39.999999,22664,coeur d'alene,Missouri,West North Central,Midwest
0,1000,249500,33000,DebtCon,ProfExe,37.1,4,,743.525814,17,0,119.142064,20367,o'fallon,Massachusetts,New England,Northeast
1,83700,234250,20000,HomeImp,,5.1,1,0,208.083223,2,48,50.000001,22311,st. petersburg,Connecticut,New England,Northeast
0,100,48000.06,60000,DebtCon,Mgr,1.1,0,3,51.864549,5,0,157.392091,20135,mc.henry-on/the (lake)  shores,Pennsylvania,Middle Atlantic,Northeast
0,1000,200250,855909,DebtCon,Other,30.7,,2,1086.119,1,67,50.000001,20502,coeur d'alene,Massachusetts,New England,Northeast
0,1000,892499.82,178500,DebtCon,,40.5,2,0,66.094761,17,0,,21945,mc.henry-on/the (lake)  shores,New York,Middle Atlantic,Northeast
0,100,99250,199500,DebtCon,Mgr,22.1,3,4,1006.191242,1,0,,20734,new york-city,Arizona,Mountain,West
0,1000,4250,855909,DebtCon,Mgr,39.6,0,0,850.454053,1,36,30,22294,new york-city,Tennessee,East South Central,South
1,1000,268250,855909,DebtCon,Mgr,1.9,,1,234.742999,0,0,,22331,o'fallon,Florida,South Atlantic,South
0,80300,212500,855909,DebtCon,Mgr,35.8,0,1,540.372532,1,65,,22568,springfield,Missouri,West North Central,Midwest
0,100,135750,20000,DebtCon,ProfExe,40.5,0,1,600.741664,,3,49.999999,20120,new york-city,Missouri,West North Central,Midwest
0,1000,513544.54,855909,HomeImp,Office,37.5,1,1,157.424315,1,53,,21117,springfield,Colorado,Mountain,West
0,76500,99999.98,20000,DebtCon,Mgr,,0,0,309.668304,17,0,30.000001,22690,raleigh (research triangle),Texas,West South Central,South
0,23700,,100000,HomeImp,Office,,,0,501.424911,,26,50,22700,boise,Connecticut,New England,Northeast
0,100,135000,855909,HomeImp,Sales,25.2,1,5,13.695793,1,0,202.921526,22386,winston-salem,Colorado,Mountain,West
0,1000,125250,231000,DebtCon,ProfExe,31.9,10,2,1071.716913,5,17,139.561041,21847,coeur d'alene,Alabama,East South Central,South
0,100,52800,88000,,Self,16.3,,3,304.655017,0,6,30,22879,winston-salem,Florida,South Atlantic,South
1,79400,174000,855909,HomeImp,Office,26.3,0,0,3.991418,1,42,,20155,coeur d'alene,Colorado,Mountain,West
0,38600,16000.02,,HomeImp,Mgr,35.7,0,0,729.13956,0,54,30,21245,port  saint  lucie,Illinois,East North Central,Midwest
1,100,513544.54,855909,DebtCon,Other,19.9,0,15,485.781784,0,0,49.999999,21114,st. petersburg,Florida,South Atlantic,South
0,67500,11999.98,20000,DebtCon,ProfExe,7.6,0,0,350.328966,2,0,,21530,st. petersburg,California,Pacific,West
1,1000,143750,337500,HomeImp,Other,4.1,3,3,481.698022,17,0,80.073847,20813,raleigh (research triangle),Maryland,South Atlantic,South
0,9500,0,,DebtCon,Office,22.4,3,2,819.894122,0,6,75.614206,20324,wilkes-barre/scranton,Connecticut,New England,Northeast
0,100,,20000,DebtCon,Mgr,0.8,0,0,542.86399,2,37,,22768,raleigh (research triangle),Wisconsin,East North Central,Midwest
0,1000,4279545.86,855909,DebtCon,Sales,37.3,0,5,565.0397,,13,175.560695,20957,coeur d'alene,Texas,West South Central,South
0,100,0,312000,,Mgr,28.4,0,1,568.871844,1,0,,21876,o'fallon,Wisconsin,East North Central,Midwest
0,100,298500,855909,DebtCon,Other,32.7,0,0,560.865501,5,0,40.000001,20312,springfield,Tennessee,East South Central,South
0,73200,64000,,DebtCon,Office,21.2,,5,756.425023,2,6,29.999999,21485,boise,California,Pacific,West
0,24400,43750,855909,HomeImp,Other,26,0,0,556.048303,1,0,81.144341,21932,springfield,Maryland,South Atlantic,South
0,100,202000,855909,DebtCon,Self,21.4,0,4,639.436284,1,3,49.999999,21772,new york-city,New York,Middle Atlantic,Northeast
0,100,43000,313500,DebtCon,Office,9,4,4,,0,15,,21022,new york-city,New York,Middle Atlantic,Northeast
0,15200,93750,86500,DebtCon,ProfExe,36.9,4,1,401.919717,1,20,15.108857,20119,o'fallon,Maryland,South Atlantic,South
1,23800,274000,20000,DebtCon,Sales,,0,2,328.495172,1,0,,20116,winston-salem,Georgia,South Atlantic,South
2,21600,18500,100000,HomeImp,ProfExe,6.5,4,5,96.135904,,52,,20149,springfield,Missouri,West North Central,Midwest
0,1000,513546.26,855909,DebtCon,Other,4.2,0,5,753.269834,17,0,,21080,st. petersburg,Connecticut,New England,Northeast
0,32300,88300,,HomeImp,Other,,1,,204.366956,1,57,29.999999,21327,springfield,Ohio,East North Central,Midwest
0,71900,684728.06,855909,DebtCon,Other,16.1,2,0,783.033703,0,,,21796,port  saint  lucie,Texas,West South Central,South
1,39300,85000,100000,HomeImp,Office,36.3,0,1,560.460463,1,19,35,22812,coeur d'alene,Massachusetts,New England,Northeast
0,100,0,200000,HomeImp,Mgr,25.3,2,5,61.330204,0,,,22376,new york-city,Tennessee,East South Central,South
0,100,83750,855909,HomeImp,Other,25.8,0,1,3.053401,0,34,66.086689,20896,mc.henry-on/the (lake)  shores,Minnesota,West North Central,Midwest
0,1000,61250,46500,DebtCon,ProfExe,32.4,0,1,959.940585,2,39,44.430719,22205,springfield,Arizona,Mountain,West
0,44900,296750,20000,DebtCon,Other,17.9,1,15,181.57145,1,0,52.804373,21504,winston-salem,Pennsylvania,Middle Atlantic,Northeast
0,29400,189600,237000,HomeImp,Other,2.1,1,2,367.599361,0,33,0.7296,22268,o'fallon,Colorado,Mountain,West
0,100,513546.26,855909,DebtCon,Other,1.5,10,0,,1,70,116.548232,20243,raleigh (research triangle),Georgia,South Atlantic,South
0,100,114750,855909,DebtCon,Other,,0,,923.468558,1,44,30.000001,20315,wilkes-barre/scranton,California,Pacific,West
0,51400,11999.98,20000,DebtCon,Other,20.6,3,0,895.478305,17,43,,22235,o'fallon,New York,Middle Atlantic,Northeast
0,23000,16000.02,20000,DebtCon,Mgr,13.1,1,0,138.699531,1,0,92.334989,22684,o'fallon,Georgia,South Atlantic,South
0,100,202000,855909,DebtCon,Other,7.7,1,4,270.042113,2,0,,21593,springfield,Oregon,Pacific,West
1,17900,4279544.14,,HomeImp,Mgr,0.7,0,2,,2,,5.984059,22805,o'fallon,Minnesota,West North Central,Midwest
0,1000,0,348500,DebtCon,Other,36.2,3,1,882.117417,0,54,,21537,springfield,Ohio,East North Central,Midwest
1,100,224500,166500,DebtCon,ProfExe,3.6,3,1,748.500602,1,60,165.072067,20903,wilkes-barre/scranton,Texas,West South Central,South
1,100,117250,20000,DebtCon,ProfExe,29.4,2,1,336.176249,3,50,30.000001,20134,new york-city,Massachusetts,New England,Northeast
0,1000,0,216000,,ProfExe,21.3,10,0,738.9738,2,0,,20384,boise,Oregon,Pacific,West
0,100,100000.02,20000,DebtCon,Other,4.5,0,3,277.232985,17,9,52.272357,20775,raleigh (research triangle),Texas,West South Central,South
0,1000,268000,855909,DebtCon,Other,20.6,0,5,1148.844218,3,,132.296904,22993,springfield,Minnesota,West North Central,Midwest
0,1000,5750,855909,DebtCon,ProfExe,40.5,1,1,380.731242,2,67,,20691,raleigh (research triangle),Alabama,East South Central,South
0,1000,12000,20000,DebtCon,ProfExe,,0,4,78.066448,5,10,,20334,winston-salem,Wisconsin,East North Central,Midwest
0,36100,6500,97500,DebtCon,,6.5,0,,294.30031,1,0,,20881,winston-salem,Connecticut,New England,Northeast
1,100,156500,855909,DebtCon,Other,25.3,0,,133.840512,5,47,,22226,dallas/fort worth,Colorado,Mountain,West
0,2400,1544999.69,309000,HomeImp,Other,19.4,10,1,461.541565,17,14,,21865,dallas/fort worth,Georgia,South Atlantic,South
0,26300,684727.2,855909,DebtCon,Mgr,17.6,10,1,825.593215,1,0,,22334,raleigh (research triangle),New York,Middle Atlantic,Northeast
1,1000,101250,855909,DebtCon,Other,28.6,0,0,600.773611,5,36,159.943922,22344,springfield,Colorado,Mountain,West
0,100,100000.02,20000,HomeImp,ProfExe,26.7,4,3,16.570903,0,0,66.129913,20717,o'fallon,Alabama,East South Central,South
0,100,4279544.14,855909,DebtCon,Mgr,,1,15,334.379279,17,45,,20393,raleigh (research triangle),Massachusetts,New England,Northeast
0,60400,39500,855909,DebtCon,ProfExe,40.4,0,0,186.524938,1,0,,21503,raleigh (research triangle),Maryland,South Atlantic,South
0,100,236100.39,393500,DebtCon,Other,40.4,0,0,631.86569,5,42,168.445625,22219,boise,Texas,West South Central,South
0,1000,1257499.75,,DebtCon,Office,30.1,4,15,901.800216,3,0,111.283354,20306,springfield,Minnesota,West North Central,Midwest
0,1000,266250,364000,HomeImp,Mgr,21.5,0,0,,17,37,50.000001,20243,port  saint  lucie,Massachusetts,New England,Northeast
1,1000,241750,80500,DebtCon,ProfExe,21.9,1,,222.900606,1,52,,22698,port  saint  lucie,New York,Middle Atlantic,Northeast
1,100,109250,855909,HomeImp,ProfExe,22.6,10,3,110.592431,1,0,,21377,winston-salem,Texas,West South Central,South
0,100,232500,20000,DebtCon,Other,7.1,0,0,473.115809,3,10,,22007,coeur d'alene,Illinois,East North Central,Midwest
0,59300,15999.98,20000,DebtCon,,12.4,10,,592.490519,17,65,50.000001,22897,boise,Illinois,East North Central,Midwest
0,1800,5750,370500,,Mgr,12.8,1,,,0,16,49.999999,21125,st. petersburg,Illinois,East North Central,Midwest
1,8100,156500,82000,DebtCon,Other,4.9,4,2,1013.106661,,16,29.999999,21058,new york-city,Tennessee,East South Central,South
0,28000,297500,191500,DebtCon,Office,5.1,0,5,369.187869,2,59,49.999999,20561,port  saint  lucie,Alabama,East South Central,South
0,100,0,167000,HomeImp,Other,15.6,0,0,,2,15,99.199993,21205,wilkes-barre/scranton,Minnesota,West North Central,Midwest
0,100,12000,20000,HomeImp,Mgr,17.5,,1,961.17916,0,0,68.197618,21489,springfield,New York,Middle Atlantic,Northeast
0,78600,246500,372500,DebtCon,Sales,37.5,3,,1081.07663,17,32,201.715514,21288,st. petersburg,Alabama,East South Central,South
0,1000,15250,20000,HomeImp,Other,4.7,4,,339.775095,17,0,40.000001,22581,boise,Wisconsin,East North Central,Midwest
0,100,282499.94,,DebtCon,Mgr,35.8,1,5,395.718169,1,0,69.149087,20223,coeur d'alene,Pennsylvania,Middle Atlantic,Northeast
1,43600,151600,189500,DebtCon,Other,24.5,2,5,856.873055,2,0,30,21850,new york-city,Ohio,East North Central,Midwest
1,51700,,855909,DebtCon,Other,17.6,1,15,1128.718802,17,0,61.748875,21258,winston-salem,Pennsylvania,Middle Atlantic,Northeast
0,100,160500,855909,HomeImp,ProfExe,3.4,0,3,776.780266,1,36,30,21556,raleigh (research triangle),Louisiana,West South Central,South
1,1000,104000,20000,HomeImp,Other,,0,15,616.288765,0,18,40.000001,21100,mc.henry-on/the (lake)  shores,California,Pacific,West
0,100,198000,233000,DebtCon,ProfExe,36.4,2,1,204.920124,0,0,112.652909,21508,springfield,Texas,West South Central,South
0,1000,19250,20000,DebtCon,Other,29.4,1,0,1110.876832,5,0,6.918275,20242,springfield,Missouri,West North Central,Midwest
1,100,15999.98,20000,HomeImp,Mgr,37.1,0,0,733.069579,5,0,49.999999,22010,boise,Oregon,Pacific,West
1,25200,12000.02,20000,HomeImp,Other,16.7,0,0,236.629718,17,0,,21911,coeur d'alene,Alabama,East South Central,South
0,83900,90750,855909,,Other,13.4,1,2,258.17697,2,0,3.502302,21422,wilkes-barre/scranton,Tennessee,East South Central,South
1,27000,12000,20000,HomeImp,ProfExe,37.3,,,609.911603,1,15,,20376,coeur d'alene,Ohio,East North Central,Midwest
2,47900,45900,100000,DebtCon,Other,24.1,,0,342.590779,1,46,,22159,raleigh (research triangle),Massachusetts,New England,Northeast
0,1000,69600.09,87000,,ProfExe,17.4,2,0,971.9417,2,7,,22682,o'fallon,Pennsylvania,Middle Atlantic,Northeast
0,76800,81000,855909,HomeImp,Mgr,20.9,1,3,622.942779,0,0,40,21266,,Illinois,East North Central,Midwest
0,100,210500,855909,DebtCon,ProfExe,0.8,3,0,132.142266,17,13,,22440,raleigh (research triangle),Oregon,Pacific,West
0,34000,11999.98,20000,DebtCon,ProfExe,31.8,,0,187.004003,,0,40.000001,22837,winston-salem,Maryland,South Atlantic,South
0,1000,113750,855909,DebtCon,ProfExe,22.6,2,0,484.38965,3,0,101.545271,21563,springfield,Connecticut,New England,Northeast
1,20100,85000,100000,DebtCon,Mgr,35.5,1,0,426.978362,2,51,45,21424,coeur d'alene,New York,Middle Atlantic,Northeast
1,1000,755000,151000,HomeImp,ProfExe,20.9,4,,111.157741,1,30,50.000001,21969,st. petersburg,Massachusetts,New England,Northeast
1,83000,120750,210000,HomeImp,,19.8,1,0,814.44316,,0,40,22175,port  saint  lucie,Florida,South Atlantic,South
0,1200,513545.4,855909,HomeImp,Office,26.3,1,0,949.028396,1,0,,22520,mc.henry-on/the (lake)  shores,Maryland,South Atlantic,South
1,100,42500,855909,DebtCon,Other,5,3,1,,0,0,39.999999,21901,port  saint  lucie,Alabama,East South Central,South
1,1000,224750,20000,DebtCon,Other,3.8,2,5,679.831244,,66,50,21131,,Florida,South Atlantic,South
0,100,0,855909,HomeImp,Other,,1,0,135.805234,0,0,,20703,springfield,Tennessee,East South Central,South
0,100,193250,20000,DebtCon,,,0,4,1168.223272,1,0,73.839242,20447,new york-city,Florida,South Atlantic,South
1,100,99250,855909,DebtCon,Office,16.8,,0,1049.01953,0,45,170.913657,20091,springfield,Arizona,Mountain,West
0,71600,168750,20000,DebtCon,ProfExe,37.6,2,2,737.391225,0,2,30,21929,st. petersburg,Colorado,Mountain,West
0,1000,63500,855909,DebtCon,Office,6.3,1,0,951.786862,1,34,11.868521,22459,new york-city,Texas,West South Central,South
0,1000,280400,350500,DebtCon,Other,33.8,,0,512.765247,,70,173.348197,21732,springfield,Florida,South Atlantic,South
0,100,98399.88,123000,,,,4,,984.720609,2,17,26.088886,20529,raleigh (research triangle),Texas,West South Central,South
0,1000,105750,374000,DebtCon,Mgr,18.4,4,1,106.90682,1,,40,21888,coeur d'alene,Ohio,East North Central,Midwest
0,100,63200,79000,DebtCon,Other,3.7,3,0,411.33654,1,0,64.094977,21487,o'fallon,Minnesota,West North Central,Midwest
0,1000,11999.98,20000,HomeImp,Office,,0,,590.43192,0,0,39.999999,22685,wilkes-barre/scranton,Louisiana,West South Central,South
0,52500,200500,855909,DebtCon,Other,23.6,0,3,1087.957203,2,0,133.940387,20811,springfield,Massachusetts,New England,Northeast
0,100,20750,855909,DebtCon,Self,13.4,0,1,706.527119,5,0,194.577932,21066,st. petersburg,Connecticut,New England,Northeast
1,1000,100000,20000,DebtCon,Other,24.9,0,0,871.304251,2,6,50,21966,dallas/fort worth,Pennsylvania,Middle Atlantic,Northeast
0,1000,216250,325500,DebtCon,,38.4,,5,200.057687,3,0,124.356207,20100,coeur d'alene,Colorado,Mountain,West
1,17800,229800,383000,DebtCon,,,3,2,195.257541,,50,1.403605,20626,springfield,Texas,West South Central,South
0,1000,235800,393000,DebtCon,Other,36.8,,0,3.936548,1,,128.351493,22173,winston-salem,Illinois,East North Central,Midwest
0,100,100000,20000,HomeImp,Other,40.9,0,0,448.476381,3,0,109.964944,22145,st. petersburg,Alabama,East South Central,South
0,59700,0,20000,DebtCon,Mgr,22.1,,0,1078.098622,5,0,134.897792,22880,st. petersburg,New York,Middle Atlantic,Northeast
0,36800,121799.8,203000,,Office,31.1,10,0,239.998327,1,0,61.037105,20995,springfield,Alabama,East South Central,South
0,59200,168500,20000,DebtCon,Other,18,,15,601.351684,1,0,40.000001,21384,springfield,Pennsylvania,Middle Atlantic,Northeast
0,17000,22500,855909,,Other,32.9,2,0,305.16503,0,0,56.132756,22009,springfield,Pennsylvania,Middle Atlantic,Northeast
0,100,56399.93,70500,DebtCon,Mgr,32.5,0,1,466.169465,17,0,,21541,boise,Oregon,Pacific,West
0,100,,226500,DebtCon,Other,33.3,2,0,1039.489492,17,34,,22647,winston-salem,Massachusetts,New England,Northeast
0,1000,100000.02,20000,DebtCon,ProfExe,13.2,,1,1050.921348,17,0,60.092706,20229,new york-city,Illinois,East North Central,Midwest
0,100,262250,133500,DebtCon,ProfExe,11.1,1,0,762.594817,0,0,117.417561,20453,new york-city,Minnesota,West North Central,Midwest
0,100,100000.02,20000,DebtCon,Other,36,1,0,996.660968,0,0,,20366,springfield,Arizona,Mountain,West
1,100,12000,20000,DebtCon,ProfExe,,0,15,191.016262,,0,29.999999,21875,raleigh (research triangle),Wisconsin,East North Central,Midwest
0,32900,513544.54,855909,HomeImp,ProfExe,37.2,10,3,588.440497,3,33,152.053751,20878,coeur d'alene,Tennessee,East South Central,South
0,41200,1477499.7,295500,HomeImp,ProfExe,29.9,1,15,681.442822,0,0,,22580,coeur d'alene,Pennsylvania,Middle Atlantic,Northeast
0,100,67250,20000,HomeImp,Other,18.6,,0,,0,32,,20853,dallas/fort worth,Alabama,East South Central,South
0,100,1275000.26,255000,DebtCon,Other,14,3,3,,2,0,50.000001,21183,port  saint  lucie,Pennsylvania,Middle Atlantic,Northeast
0,9500,163750,220000,DebtCon,ProfExe,15.2,,3,354.004914,3,0,55.862583,21421,coeur d'alene,New York,Middle Atlantic,Northeast
0,100,12000,20000,DebtCon,Other,28.1,0,1,1145.568028,17,0,,20678,boise,Florida,South Atlantic,South
